1,1988336.2790,5987832.3107,2444.1616,
2,1988332.0519,5987810.7112,2447.0169,
3,1988328.0599,5987794.7087,2445.7249,
4,1988345.2443,5987776.9572,2446.1630,
5,1988376.1717,5987731.9220,2439.8711,
6,1988379.5215,5987714.1266,2437.9191,
7,1988422.2858,5987693.0921,2436.0432,
8,1988450.5964,5987681.4743,2430.2164,
9,1988483.2961,5987670.2402,2426.3256,
10,1988515.2632,5987658.9889,2418.4852,
11,1988547.9629,5987647.7549,2413.5864,
12,1988565.9013,5987643.4268,2413.7171,
13,1988584.8313,5987644.9942,2411.5911,
14,1988593.9147,5987645.7690,2411.0390,
15,1988637.6602,5987645.3923,2407.0545,
16,1988673.0897,5987641.4749,2404.6490,
17,1988726.1999,5987645.5058,2394.6881,
18,1988778.2752,5987678.0073,2393.6459,
19,1988800.2972,5987685.7767,2390.3037,
20,1988841.1227,5987701.8014,2381.0384,
21,1988862.8889,5987720.4668,2377.5130,
22,1988913.0075,5987728.3342,2374.8265,
23,1988954.9799,5987741.0402,2374.0710,
24,1989022.0227,5987756.5572,2372.5349,
25,1989036.3022,5987753.2662,2367.1339,
26,1989071.3579,5987765.2717,2355.4940,
27,1989139.8915,5987795.3515,2346.4967,
28,1989179.3306,5987792.3703,2343.7021,
29,1989208.1447,5987806.1476,2340.0914,
30,1989278.7795,5987854.7112,2320.9992,
31,1989294.8842,5987867.3479,2318.0992,
32,1989323.2771,5987869.1372,2321.1195,
33,1989428.4445,5987859.6040,2309.7475,
34,1989478.3369,5987828.9588,2312.4196,
35,1992890.2018,5985608.1305,2633.1451,
36,1992834.7025,5985660.1311,2633.0338,
37,1992873.7726,5985764.8613,2630.0060,
38,1992913.4061,5985861.2539,2625.6455,
39,1992894.0465,5985971.2973,2621.8108,
40,1992847.2033,5986057.8173,2618.5257,
41,1992783.4227,5986196.9666,2608.8342,
42,1992721.7315,5986309.6637,2604.5333,
43,1992655.2823,5986438.9739,2597.6172,
44,1992604.0350,5986542.7015,2592.9607,
45,1992605.6915,5986642.3640,2587.8272,
46,1992526.1688,5986754.9242,2583.6867,
47,1992427.1372,5986828.2200,2574.9900,
48,1992254.7030,5986862.9490,2566.7809,
49,1992268.9877,5987029.6225,2564.5057,
50,1992173.0225,5987144.0212,2556.7556,
51,1991985.7669,5987359.8084,2539.6744,
52,1991922.6364,5987394.8871,2539.6686,
53,1991796.9203,5987426.2503,2530.6140,
54,1991730.4785,5987508.6908,2523.5059,
55,1991662.5551,5987701.0632,2512.9429,
56,1991578.5832,5987708.0276,2509.1613,
57,1991379.2374,5987585.5666,2491.3400,
58,1991263.8998,5987624.9882,2485.8336,
59,1991136.7312,5987732.5324,2476.1010,
60,1991053.0863,5987756.7920,2472.2052,
61,1990971.9532,5987767.7301,2469.3651,
62,1990883.6048,5987805.0030,2459.0290,
63,1990768.5168,5987802.5822,2450.1509,
64,1990649.5410,5987810.9480,2443.1115,
65,1990568.9279,5987690.4524,2439.5881,
66,1990500.2005,5987590.5872,2435.0065,
67,1990472.9946,5987430.3125,2423.2376,
68,1990408.9902,5987347.8682,2412.6358,
69,1990222.8309,5987268.7060,2391.2293,
70,1990019.8169,5987162.0566,2380.2714,
71,1989854.2205,5987185.2555,2369.8059,
72,1989757.2893,5987479.9411,2349.1307,
73,1989695.9392,5987547.1618,2348.8171,
74,1989513.5584,5987663.4528,2334.3333,
75,1989486.5037,5987776.3965,2330.5241,
76,1989402.7465,5987836.6828,2327.2258,
77,1989324.7434,5987806.6618,2321.2521,
78,1989281.4821,5987709.6357,2318.4078,
79,1989149.1804,5987616.9288,2307.1491,
80,1989007.9835,5987501.1320,2295.3418,
81,1988947.0786,5987316.6144,2282.0176,
82,1988869.4047,5987257.0045,2274.4535,
83,1988762.9463,5987260.3756,2265.9397,
84,1988674.4102,5987243.2058,2266.1377,
85,1988518.6572,5987250.4488,2256.7782,
86,1988309.0663,5987315.8513,2244.4979,
87,1988149.0028,5987334.9721,2238.5672,
88,1987972.5826,5987384.7083,2230.7620,
89,1987846.9083,5987351.8801,2221.9366,
90,1987699.8341,5987345.9222,2213.3384,
91,1987431.8699,5987243.8911,2191.8007,
92,1987266.4359,5987212.0929,2178.0056,
93,1987124.7465,5987225.2353,2168.0197,
94,1986933.1668,5987206.4863,2159.5339,
95,1986797.7379,5987107.8461,2147.8723,
96,1986716.3089,5987146.9709,2142.8652,
97,1986759.1957,5987228.6507,2144.5426,
98,1986921.5640,5987436.5070,2193.3747,
99,1986945.4650,5987334.3570,2218.6141,
100,1987011.9799,5987294.3201,2237.9256,
101,1987046.8616,5987361.8429,2258.7975,
102,1987051.5592,5987440.1211,2278.9366,
103,1987144.2997,5987401.8230,2301.6826,
104,1987182.4776,5987420.0329,2313.1735,
105,1987166.8949,5987463.2078,2324.5157,
106,1987266.2760,5987498.4836,2350.4169,
107,1987354.4751,5987513.0951,2370.1406,
108,1987382.6310,5987556.1970,2381.2586,
109,1987353.4111,5987636.4621,2402.8388,
110,1987395.4616,5987738.2168,2426.6867,
111,1987501.3288,5987745.7085,2443.8167,
112,1987603.0540,5987789.1328,2464.3402,
113,1987743.9684,5987902.7049,2492.0486,
114,1987809.7420,5987941.0734,2499.4155,
115,1987863.6171,5987959.3696,2501.3395,
116,1987911.4655,5987970.2717,2499.8080,
117,1987998.0169,5987961.4002,2506.1602,
118,1988056.1205,5987938.7596,2510.6851,
119,1988105.5391,5987929.6018,2512.8007,
