120,1988248.6940,5987869.6062,2505.4864,
121,1988323.1702,5987848.1926,2510.2414,
122,1988408.0380,5987834.2756,2519.0386,
123,1988477.3664,5987829.1882,2524.1787,
124,1988583.7229,5987862.6829,2521.0040,
125,1988649.7316,5987922.2750,2524.6835,
126,1988771.0415,5987970.6247,2527.8188,
127,1988804.7824,5988038.6766,2529.7924,
128,1988908.7192,5988112.8435,2537.2290,
129,1988994.6807,5988191.6179,2548.2996,
130,1989041.6656,5988270.6007,2556.9712,
131,1989065.9121,5988339.8091,2560.9321,
132,1989134.4422,5988462.5529,2568.5070,
133,1989176.1794,5988500.9392,2576.5189,
134,1989284.7566,5988516.6088,2599.1505,
135,1989429.6047,5988493.7560,2620.6259,
136,1989608.9988,5988457.7706,2669.5004,
137,1989726.0575,5988437.3550,2698.7213,
138,1989788.0463,5988420.9354,2717.5178,
139,1989887.8927,5988373.8922,2742.5376,
140,1989961.2174,5988370.3011,2748.2642,
141,1989985.3000,5988430.8707,2751.7034,
142,1989962.2600,5988512.1150,2765.7904,
143,1989989.1715,5988607.0693,2776.7863,
144,1990109.1497,5988743.5759,2791.2813,
145,1990213.5267,5988814.6817,2799.2265,
146,1990288.3414,5988949.5665,2800.2577,
147,1990290.8775,5989027.7599,2801.1683,
148,1990307.2294,5989138.1151,2800.1234,
149,1990357.8506,5989232.8037,2797.4032,
150,1990415.1739,5989353.0304,2794.2792,
151,1990430.5823,5989442.4258,2791.0492,
152,1990463.0645,5989501.7861,2785.3987,
153,1990511.8569,5989535.0234,2780.6352,
154,1990569.5855,5989589.6872,2780.8156,
155,1990658.7084,5989737.1836,2785.1956,
156,1990676.9362,5989877.1492,2788.7880,
157,1990681.6746,5989954.0124,2786.4764,
158,1990588.4561,5990045.5919,2773.4738,
159,1990546.2186,5990152.6104,2760.4416,
160,1990494.2256,5990226.2062,2753.4165,
161,1990428.6992,5990348.3078,2765.1854,
162,1990379.3527,5990432.8441,2778.4577,
163,1990377.2648,5990490.8339,2784.9309,
164,1990402.1830,5990547.2323,2782.9907,
165,1990383.3857,5990712.5811,2778.4291,
