122,1988408.0222,5987833.0122,2519.0386,
123,1988477.3501,5987827.9253,2524.1787,
124,1988583.7059,5987861.4206,2521.0040,
125,1988649.7136,5987921.0134,2524.6835,
126,1988771.0224,5987969.3640,2527.8188,
127,1988804.7629,5988037.4163,2529.7924,
128,1988908.6983,5988111.5842,2537.2290,
129,1988994.6588,5988190.3593,2548.2996,
130,1989041.6430,5988269.3424,2556.9712,
131,1989065.8886,5988338.5512,2560.9321,
132,1989134.4174,5988461.2957,2568.5070,
133,1989176.1542,5988499.6825,2576.5189,
134,1989284.7307,5988515.3527,2599.1505,
135,1989429.5785,5988492.5007,2620.6259,
136,1989608.9719,5988456.5166,2669.5004,
137,1989726.0304,5988436.1016,2698.7213,
138,1989788.0191,5988419.6823,2717.5178,
139,1989887.8653,5988372.6394,2742.5376,
140,1989961.1897,5988369.0489,2748.2642,
141,1989985.2716,5988429.6190,2751.7034,
142,1989962.2313,5988510.8632,2765.7904,
143,1989989.1420,5988605.8181,2776.7863,
144,1990109.1185,5988742.3257,2791.2813,
145,1990213.4943,5988813.4322,2799.2265,
146,1990288.3075,5988948.3181,2800.2577,
147,1990290.8429,5989026.5115,2801.1683,
148,1990307.1939,5989136.8672,2800.1234,
149,1990357.8139,5989231.5563,2797.4032,
150,1990415.1359,5989351.7838,2794.2792,
151,1990430.5437,5989441.1796,2791.0492,
152,1990463.0253,5989500.5401,2785.3987,
153,1990511.8169,5989533.7778,2780.6352,
154,1990569.5451,5989588.4421,2780.8156,
155,1990658.6663,5989735.9395,2785.1956,
156,1990676.8933,5989875.9058,2788.7880,
157,1990681.6311,5989952.7691,2786.4764,
158,1990588.4125,5990044.3483,2773.4738,
159,1990546.1744,5990151.3668,2760.4416,
160,1990494.1814,5990224.9625,2753.4165,
161,1990428.6546,5990347.0640,2765.1854,
162,1990379.3079,5990431.6002,2778.4577,
163,1990377.2197,5990489.5902,2784.9309,
164,1990402.1373,5990545.9891,2782.9907,
165,1990383.3391,5990711.3382,2778.4291,
